order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id
1078,793,4,2017-8-19,2017-8-21,2017-8-20,2,6
933,909,4,2017-6-7,2017-6-10,2017-6-8,2,6
854,177,4,2017-4-22,2017-4-25,2017-4-23,2,6
1201,201,4,2017-10-23,2017-10-24,2017-10-24,2,6
762,572,4,2017-3-8,2017-3-9,2017-3-9,2,6
1028,1273,4,2017-7-27,2017-7-28,2017-7-30,2,7
782,1298,4,2017-3-15,2017-3-16,2017-3-18,2,7
717,1312,4,2017-2-15,2017-2-18,2017-2-17,2,6
807,1148,4,2017-3-30,2017-4-1,2017-4-2,2,6
725,870,4,2017-2-19,2017-2-22,2017-2-22,2,7
638,1302,4,2017-1-4,2017-1-5,2017-1-6,2,7
756,1143,4,2017-3-6,2017-3-7,2017-3-9,2,6
1262,509,4,2017-11-23,2017-11-26,2017-11-26,2,6
984,1287,4,2017-6-27,2017-6-28,2017-6-29,2,7
923,769,4,2017-5-31,2017-6-3,2017-6-2,2,7
740,1113,4,2017-2-28,2017-3-1,2017-3-2,2,6
1069,493,4,2017-8-17,2017-8-19,2017-8-18,2,6
730,500,4,2017-2-21,2017-2-24,2017-2-22,2,6
1319,604,4,2017-12-27,2017-12-30,2017-12-30,2,6
1181,1022,4,2017-10-13,2017-10-16,2017-10-15,2,7
1178,771,4,2017-10-12,2017-10-15,2017-10-13,2,6
696,1242,4,2017-2-5,2017-2-8,2017-2-8,2,7
1245,1166,4,2017-11-13,2017-11-16,2017-11-14,2,7
1293,1401,4,2017-12-10,2017-12-12,2017-12-11,2,7
922,656,4,2017-5-31,2017-6-1,2017-6-3,2,6
856,477,4,2017-4-23,2017-4-25,2017-4-26,2,6
1012,620,4,2017-7-18,2017-7-20,2017-7-20,2,7
1297,108,4,2017-12-14,2017-12-17,2017-12-16,2,6
1186,1120,4,2017-10-14,2017-10-16,2017-10-15,2,6
829,674,4,2017-4-9,2017-4-10,2017-4-10,2,7
1191,186,4,2017-10-17,2017-10-18,2017-10-18,2,6
963,1432,4,2017-6-19,2017-6-21,2017-6-21,2,6
790,1015,4,2017-3-19,2017-3-21,2017-3-22,2,7
1048,777,4,2017-8-8,2017-8-10,2017-8-9,2,7
640,1093,4,2017-1-6,2017-1-8,2017-1-7,2,6
691,1081,4,2017-2-4,2017-2-6,2017-2-6,2,7
1219,840,4,2017-10-30,2017-11-2,2017-11-2,2,7
1144,1414,4,2017-9-24,2017-9-27,2017-9-27,2,7
861,1177,4,2017-4-27,2017-4-29,2017-4-30,2,7
1323,273,4,2017-12-31,2018-1-1,2018-1-1,2,6
1067,225,4,2017-8-17,2017-8-19,2017-8-19,2,7
1175,292,4,2017-10-9,2017-10-11,2017-10-12,2,6
951,339,4,2017-6-16,2017-6-19,2017-6-19,2,7
1008,1345,4,2017-7-16,2017-7-18,2017-7-18,2,6
906,877,4,2017-5-23,2017-5-26,2017-5-26,2,7
880,1206,4,2017-5-8,2017-5-11,2017-5-10,2,6
838,1395,4,2017-4-14,2017-4-17,2017-4-15,2,7
864,902,4,2017-4-28,2017-4-30,2017-4-29,2,6
1033,582,4,2017-7-30,2017-7-31,2017-8-2,2,7
1169,1421,4,2017-10-4,2017-10-6,2017-10-7,2,7
900,971,4,2017-5-20,2017-5-21,2017-5-22,2,6
1318,75,4,2017-12-27,2017-12-30,2017-12-29,2,6
721,625,4,2017-2-16,2017-2-19,2017-2-17,2,7
726,969,4,2017-2-19,2017-2-22,2017-2-20,2,6
711,1246,4,2017-2-13,2017-2-16,2017-2-14,2,6
1133,517,4,2017-9-19,2017-9-21,2017-9-21,2,7
832,1215,4,2017-4-11,2017-4-12,2017-4-12,2,7
761,1291,4,2017-3-7,2017-3-8,2017-3-10,2,7
1146,757,4,2017-9-25,2017-9-26,2017-9-28,2,7
1066,106,4,2017-8-17,2017-8-20,2017-8-19,2,7
1304,1409,4,2017-12-16,2017-12-17,2017-12-17,2,6
825,10,4,2017-4-7,2017-4-8,2017-4-9,2,7
894,1320,4,2017-5-16,2017-5-19,2017-5-19,2,6
891,384,4,2017-5-15,2017-5-18,2017-5-16,2,6
1302,322,4,2017-12-16,2017-12-18,2017-12-19,2,7
1117,334,4,2017-9-8,2017-9-10,2017-9-10,2,6
883,507,4,2017-5-11,2017-5-13,2017-5-14,2,6
794,863,4,2017-3-23,2017-3-25,2017-3-24,2,7
876,1046,4,2017-5-5,2017-5-8,2017-5-6,2,7
775,968,4,2017-3-12,2017-3-13,2017-3-13,2,6
919,781,4,2017-5-30,2017-5-31,2017-5-31,2,7
882,196,4,2017-5-9,2017-5-12,2017-5-10,2,6
1240,903,4,2017-11-10,2017-11-11,2017-11-11,2,7
703,417,4,2017-2-8,2017-2-9,2017-2-9,2,7
1018,290,4,2017-7-22,2017-7-23,2017-7-23,2,6
1111,930,4,2017-9-4,2017-9-6,2017-9-5,2,6
911,887,4,2017-5-26,2017-5-29,2017-5-29,2,6
828,246,4,2017-4-9,2017-4-10,2017-4-12,2,6
729,897,4,2017-2-20,2017-2-22,2017-2-21,2,7
1195,229,4,2017-10-19,2017-10-21,2017-10-21,2,7
1250,1188,4,2017-11-17,2017-11-19,2017-11-18,2,6
1234,19,3,2017-11-7,2017-11-7,NULL,2,6
1094,828,4,2017-8-25,2017-8-27,2017-8-28,2,6
1023,356,4,2017-7-23,2017-7-26,2017-7-25,2,6
1196,508,4,2017-10-19,2017-10-21,2017-10-20,2,6
920,966,4,2017-5-30,2017-6-1,2017-6-2,2,7
1020,16,3,2017-7-23,2017-7-23,NULL,2,6
1192,1114,4,2017-10-17,2017-10-19,2017-10-18,2,6
1132,351,4,2017-9-19,2017-9-20,2017-9-20,2,6
1286,1033,4,2017-12-4,2017-12-7,2017-12-6,2,7
1100,1392,4,2017-8-28,2017-8-29,2017-8-29,2,7
899,605,4,2017-5-20,2017-5-21,2017-5-21,2,7
1000,645,4,2017-7-12,2017-7-14,2017-7-15,2,7
1193,1412,4,2017-10-17,2017-10-19,2017-10-19,2,7
1150,1183,4,2017-9-28,2017-10-1,2017-9-30,2,7
955,880,4,2017-6-17,2017-6-19,2017-6-18,2,6
1255,375,4,2017-11-19,2017-11-20,2017-11-21,2,6
1039,1077,4,2017-8-2,2017-8-4,2017-8-3,2,7
1256,458,4,2017-11-19,2017-11-20,2017-11-22,2,6
1277,227,4,2017-12-1,2017-12-4,2017-12-2,2,6
901,345,4,2017-5-21,2017-5-22,2017-5-24,2,7
859,644,4,2017-4-25,2017-4-26,2017-4-26,2,6
1259,4,3,2017-11-21,2017-11-21,NULL,2,7
1155,865,4,2017-9-30,2017-10-1,2017-10-1,2,7
1171,826,4,2017-10-5,2017-10-6,2017-10-8,2,6
772,448,4,2017-3-11,2017-3-12,2017-3-13,2,7
939,1407,4,2017-6-11,2017-6-12,2017-6-14,2,6
1051,209,4,2017-8-10,2017-8-11,2017-8-11,2,7
767,564,4,2017-3-9,2017-3-10,2017-3-11,2,7
780,592,4,2017-3-15,2017-3-17,2017-3-17,2,6
654,1129,4,2017-1-14,2017-1-15,2017-1-17,2,7
1303,878,4,2017-12-16,2017-12-19,2017-12-18,2,7
921,628,4,2017-5-31,2017-6-2,2017-6-2,2,6
1134,978,4,2017-9-19,2017-9-22,2017-9-20,2,6
1147,1344,4,2017-9-25,2017-9-26,2017-9-27,2,6
802,340,4,2017-3-28,2017-3-29,2017-3-30,2,6
719,200,4,2017-2-16,2017-2-19,2017-2-18,2,6
1212,213,4,2017-10-27,2017-10-30,2017-10-29,2,6
1221,1290,4,2017-10-31,2017-11-2,2017-11-1,2,7
1243,346,4,2017-11-11,2017-11-13,2017-11-14,2,6
1068,453,4,2017-8-17,2017-8-20,2017-8-19,2,7
840,372,4,2017-4-15,2017-4-16,2017-4-16,2,6
1209,1342,4,2017-10-26,2017-10-27,2017-10-29,2,7
1314,1027,4,2017-12-25,2017-12-26,2017-12-28,2,7
647,283,4,2017-1-9,2017-1-10,2017-1-11,2,7
1059,6,4,2017-8-14,2017-8-17,2017-8-17,2,7
893,1293,4,2017-5-16,2017-5-19,2017-5-19,2,7
1099,1128,4,2017-8-28,2017-8-29,2017-8-30,2,6
667,858,4,2017-1-22,2017-1-24,2017-1-25,2,7
666,770,4,2017-1-21,2017-1-22,2017-1-24,2,7
992,723,4,2017-7-7,2017-7-10,2017-7-9,2,7
977,400,4,2017-6-26,2017-6-28,2017-6-27,2,7
929,472,4,2017-6-5,2017-6-6,2017-6-8,2,6
833,406,4,2017-4-12,2017-4-14,2017-4-15,2,7
804,95,4,2017-3-29,2017-3-31,2017-3-30,2,6
766,141,4,2017-3-9,2017-3-11,2017-3-12,2,6
1058,782,4,2017-8-13,2017-8-16,2017-8-14,2,6
808,315,4,2017-3-31,2017-4-2,2017-4-2,2,6
784,430,4,2017-3-16,2017-3-19,2017-3-19,2,7
759,284,4,2017-3-7,2017-3-9,2017-3-8,2,7
1291,1284,4,2017-12-9,2017-12-11,2017-12-12,2,6
816,811,4,2017-4-3,2017-4-5,2017-4-5,2,6
1038,1281,4,2017-7-31,2017-8-1,2017-8-3,2,7
1030,161,4,2017-7-29,2017-7-30,2017-7-31,2,6
1305,257,4,2017-12-17,2017-12-19,2017-12-18,2,7
1295,37,4,2017-12-11,2017-12-12,2017-12-14,2,7
1148,1379,4,2017-9-25,2017-9-26,2017-9-27,2,7
847,329,4,2017-4-18,2017-4-19,2017-4-19,2,7
952,355,4,2017-6-16,2017-6-18,2017-6-18,2,7
1129,663,4,2017-9-17,2017-9-18,2017-9-20,2,6
975,1092,4,2017-6-25,2017-6-27,2017-6-28,2,6
1187,486,4,2017-10-15,2017-10-18,2017-10-16,2,6
1044,1270,4,2017-8-7,2017-8-10,2017-8-8,2,7
777,496,4,2017-3-13,2017-3-16,2017-3-16,2,6
1276,893,4,2017-11-30,2017-12-3,2017-12-2,2,6
1309,821,4,2017-12-22,2017-12-25,2017-12-24,2,6
1074,11,3,2017-8-19,2017-8-19,NULL,2,6
870,1416,4,2017-5-1,2017-5-4,2017-5-2,2,6
1062,1210,4,2017-8-15,2017-8-17,2017-8-18,2,6
1185,960,4,2017-10-14,2017-10-16,2017-10-17,2,6
1269,1236,4,2017-11-26,2017-11-29,2017-11-29,2,6
1003,503,4,2017-7-14,2017-7-16,2017-7-16,2,7
1091,1260,4,2017-8-24,2017-8-25,2017-8-25,2,7
845,662,4,2017-4-17,2017-4-18,2017-4-18,2,7
1174,1109,4,2017-10-8,2017-10-10,2017-10-11,2,6
1204,1277,4,2017-10-25,2017-10-28,2017-10-28,2,6
1224,544,4,2017-11-3,2017-11-4,2017-11-4,2,6
1060,182,4,2017-8-15,2017-8-18,2017-8-17,2,6
1082,1327,4,2017-8-20,2017-8-22,2017-8-21,2,6
1242,303,4,2017-11-11,2017-11-12,2017-11-12,2,6
811,524,4,2017-4-1,2017-4-4,2017-4-4,2,7
1322,39,4,2017-12-31,2018-1-3,2018-1-2,2,7
985,461,4,2017-6-30,2017-7-2,2017-7-1,2,6
1122,1132,4,2017-9-12,2017-9-14,2017-9-14,2,6
1137,810,4,2017-9-20,2017-9-23,2017-9-23,3,8
678,250,4,2017-1-28,2017-1-29,2017-1-31,3,9
668,297,4,2017-1-22,2017-1-23,2017-1-24,3,8
1009,1064,4,2017-7-16,2017-7-19,2017-7-19,3,8
980,328,4,2017-6-26,2017-6-28,2017-6-27,3,9
770,135,4,2017-3-9,2017-3-11,2017-3-11,3,9
731,910,4,2017-2-25,2017-2-27,2017-2-27,3,9
853,883,4,2017-4-21,2017-4-24,2017-4-24,3,8
1063,198,4,2017-8-16,2017-8-19,2017-8-19,3,8
1177,21,3,2017-10-12,2017-10-12,NULL,3,9
673,64,4,2017-1-26,2017-1-28,2017-1-27,3,9
1064,898,4,2017-8-16,2017-8-18,2017-8-19,3,9
735,20,3,2017-2-27,2017-2-27,NULL,3,9
1210,730,4,2017-10-26,2017-10-27,2017-10-29,3,8
1105,747,4,2017-9-1,2017-9-4,2017-9-3,3,8
1140,1063,4,2017-9-21,2017-9-22,2017-9-22,3,8
974,511,4,2017-6-24,2017-6-27,2017-6-27,3,8
758,953,4,2017-3-6,2017-3-8,2017-3-7,3,9
1087,675,4,2017-8-22,2017-8-23,2017-8-25,3,8
852,13,4,2017-4-21,2017-4-23,2017-4-22,3,9
966,389,4,2017-6-20,2017-6-22,2017-6-22,3,8
981,687,4,2017-6-26,2017-6-29,2017-6-28,3,8
803,1105,4,2017-3-28,2017-3-31,2017-3-30,3,8
823,415,4,2017-4-6,2017-4-7,2017-4-8,3,8
889,830,4,2017-5-14,2017-5-17,2017-5-15,3,8
741,119,4,2017-2-28,2017-3-1,2017-3-1,3,8
1288,778,4,2017-12-7,2017-12-10,2017-12-9,3,9
971,1426,4,2017-6-22,2017-6-23,2017-6-24,3,8
1047,116,3,2017-8-8,2017-8-8,NULL,3,8
1280,123,4,2017-12-1,2017-12-3,2017-12-3,3,9
796,154,4,2017-3-23,2017-3-26,2017-3-25,3,9
652,985,4,2017-1-12,2017-1-15,2017-1-13,3,9
813,1203,4,2017-4-1,2017-4-3,2017-4-2,3,9
698,543,4,2017-2-6,2017-2-8,2017-2-9,3,8
1179,1150,4,2017-10-12,2017-10-15,2017-10-15,3,9
1124,275,4,2017-9-13,2017-9-14,2017-9-16,3,9
788,1363,4,2017-3-18,2017-3-20,2017-3-20,3,9
787,700,4,2017-3-18,2017-3-20,2017-3-19,3,9
1213,669,4,2017-10-27,2017-10-29,2017-10-29,3,9
734,939,4,2017-2-26,2017-2-28,2017-3-1,3,9
1298,533,4,2017-12-14,2017-12-17,2017-12-16,3,9
819,221,4,2017-4-4,2017-4-7,2017-4-5,3,9
1045,185,4,2017-8-7,2017-8-9,2017-8-10,3,9
957,722,4,2017-6-17,2017-6-20,2017-6-20,3,9
969,248,4,2017-6-21,2017-6-24,2017-6-22,3,9
862,1230,4,2017-4-27,2017-4-30,2017-4-29,3,8
1016,1417,4,2017-7-19,2017-7-20,2017-7-21,3,9
713,207,4,2017-2-13,2017-2-14,2017-2-15,3,8
1071,602,4,2017-8-17,2017-8-20,2017-8-18,3,8
727,962,4,2017-2-19,2017-2-22,2017-2-21,3,9
810,153,3,2017-4-1,2017-4-1,NULL,3,8
881,1024,4,2017-5-8,2017-5-11,2017-5-11,3,9
982,1423,4,2017-6-26,2017-6-29,2017-6-28,3,9
1126,1213,4,2017-9-14,2017-9-16,2017-9-15,3,8
742,433,4,2017-2-28,2017-3-1,2017-3-1,3,9
924,68,3,2017-6-2,2017-6-2,NULL,3,8
885,66,3,2017-5-13,2017-5-13,NULL,3,8
701,850,4,2017-2-7,2017-2-8,2017-2-9,3,9
778,56,3,2017-3-15,2017-3-15,NULL,3,9
1315,931,4,2017-12-25,2017-12-27,2017-12-28,3,9
763,842,4,2017-3-8,2017-3-10,2017-3-9,3,9
1251,289,4,2017-11-17,2017-11-19,2017-11-19,3,9
1088,1160,4,2017-8-22,2017-8-23,2017-8-23,3,8
750,232,4,2017-3-4,2017-3-7,2017-3-5,3,8
1046,1134,4,2017-8-7,2017-8-9,2017-8-8,3,8
1095,1382,4,2017-8-26,2017-8-28,2017-8-27,3,9
930,1224,4,2017-6-5,2017-6-6,2017-6-6,3,9
896,376,4,2017-5-19,2017-5-22,2017-5-21,3,9
935,43,3,2017-6-10,2017-6-10,NULL,3,8
699,958,4,2017-2-6,2017-2-8,2017-2-9,3,9
712,173,4,2017-2-13,2017-2-14,2017-2-16,3,9
748,1072,4,2017-3-3,2017-3-5,2017-3-4,3,8
976,1266,4,2017-6-25,2017-6-28,2017-6-27,3,9
1222,482,4,2017-11-1,2017-11-4,2017-11-3,3,9
1176,1111,4,2017-10-10,2017-10-13,2017-10-11,3,9
